Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
baseL2_0	1.0	1.0000000000000004	0.0	1.0000000000000004	0.0	NA
Coding_UCSCL2_0	0.013632416112370094	0.06127385089230054	0.013977613037682917	4.4947168856370565	1.025321771464971	0.0008667772298206132
Coding_UCSC.extend.500L2_0	0.06084504707893213	0.12202546184757562	0.021847562246913727	2.0055118322001837	0.3590688691319715	0.005234076100317109
Conserved_LindbladTohL2_0	0.02526589208575044	0.3518120935351404	0.03882944566840447	13.924388354906212	1.536832562120522	5.0019907019984305e-15
Conserved_LindbladToh.extend.500L2_0	0.32011543392820085	0.6452642654693956	0.04253240083013917	2.015723695515796	0.13286582376930575	5.552768689999643e-13
CTCF_HoffmanL2_0	0.02245033222566283	-0.020074596075206383	0.024702348600711944	-0.8941781294558858	1.1003110489596608	0.08409248833327049
CTCF_Hoffman.extend.500L2_0	0.06670162631125927	0.08902807106014651	0.027376167585511233	1.3347211452491756	0.4104272879009267	0.4157241092210845
DGF_ENCODEL2_0	0.13148248520128383	0.27333939313398564	0.06540554869501039	2.0789034578676846	0.4974468545744506	0.032737961470165
DGF_ENCODE.extend.500L2_0	0.5155588032461472	0.6631691185133601	0.057869494624283396	1.2863113079202688	0.11224615748953533	0.012588103820980896
DHS_peaks_TrynkaL2_0	0.10792381146015398	0.1514617730289724	0.06358694135511898	1.4034138618695176	0.5891836147632314	0.49508477353137104
DHS_TrynkaL2_0	0.16197219366233984	0.276916570880851	0.07122642962253399	1.7096550007721285	0.4397447982399886	0.11144721631630354
DHS_Trynka.extend.500L2_0	0.47801392313139107	0.7044789037286026	0.05247705018123799	1.4737623103395743	0.10978142610882421	2.9317261023157445e-05
Enhancer_AnderssonL2_0	0.004116481375517747	-0.004622861555152919	0.010292713741069647	-1.1230128678941205	2.500366891560414	0.39522995328169963
Enhancer_Andersson.extend.500L2_0	0.018142445118474446	0.021561667110752344	0.014942887874974522	1.188465334741242	0.8236424460646808	0.8184235092431216
Enhancer_HoffmanL2_0	0.0605969409639971	0.07200693816984965	0.03497722260930436	1.1882932871583676	0.5772110283600889	0.7443119977226622
Enhancer_Hoffman.extend.500L2_0	0.1463373146061026	0.27260743781563657	0.03227420810003585	1.8628703044703008	0.2205466745573992	0.00012320834962786505
FetalDHS_TrynkaL2_0	0.0817871155592394	0.2672325470434794	0.055170137917738594	3.267416208729352	0.674557814400218	0.0011960457617824166
FetalDHS_Trynka.extend.500L2_0	0.273344327839603	0.5107548905095824	0.04736050969547112	1.8685402932863884	0.17326318811803557	1.4802075846527153e-06
H3K27ac_HniszL2_0	0.37121455743757215	0.5074088832313426	0.02771272100595426	1.3668884289826766	0.07465418704818644	1.8026503664017296e-06
H3K27ac_Hnisz.extend.500L2_0	0.4009695094527759	0.5551906550770458	0.03025028974856237	1.3846206307176414	0.07544286793738139	8.52007223968611e-07
H3K27ac_PGC2L2_0	0.2555036696722902	0.41264707998749417	0.03830488207394382	1.6150338682679453	0.14991910731878638	7.038019835722233e-05
H3K27ac_PGC2.extend.500L2_0	0.31847665864976926	0.5267410874135521	0.03414562989455461	1.6539393801943032	0.10721548649536909	2.9915146934698777e-09
H3K4me1_peaks_TrynkaL2_0	0.1649048448464468	0.44054862608272516	0.05692536562873563	2.6715323403199434	0.34520129279247314	1.7146648361808447e-06
H3K4me1_TrynkaL2_0	0.409153823945981	0.6604016004127804	0.043366315506127275	1.6140667928841617	0.10599024857666432	3.839505590892565e-08
H3K4me1_Trynka.extend.500L2_0	0.5811203827980431	0.7766337472906883	0.035596259887955846	1.3364421043902568	0.061254536825163505	9.546287641082904e-08
H3K4me3_peaks_TrynkaL2_0	0.03954482676942521	0.17784106066604463	0.041548625430042785	4.497201661875672	1.050671575129186	0.0010336331694710981
H3K4me3_TrynkaL2_0	0.1262888642963558	0.32385312320025395	0.042571561675433044	2.564383843378969	0.3370967180093763	4.6864023847817884e-06
H3K4me3_Trynka.extend.500L2_0	0.2417387289954856	0.35490828266850394	0.03782121958033876	1.4681482116799405	0.15645494512815553	0.00280708482568906
H3K9ac_peaks_TrynkaL2_0	0.0370092460207822	0.21446540063962186	0.03405880481208093	5.794914074153005	0.9202782675700965	4.5744789182626845e-07
H3K9ac_TrynkaL2_0	0.12039034691072659	0.30693036683152425	0.04125838028363463	2.549459941826758	0.342705053539127	9.323273604200792e-06
H3K9ac_Trynka.extend.500L2_0	0.2191390969440674	0.43370120212491914	0.030762560368592616	1.9791137600408022	0.140379150948333	7.62844886763508e-11
Intron_UCSCL2_0	0.3690176692149966	0.5080771713101608	0.02332746969951636	1.3768369747469884	0.06321504807382364	4.919616999456432e-09
Intron_UCSC.extend.500L2_0	0.3778164615303836	0.5200876110804082	0.020897872201857237	1.3765615425377207	0.05531223313353871	2.925211614108045e-11
PromoterFlanking_HoffmanL2_0	0.00793167905771344	0.035570458945610006	0.015935413900528498	4.484606435382463	2.0090845563186956	0.0827892319881929
PromoterFlanking_Hoffman.extend.500L2_0	0.03129055943651226	0.08673584781941442	0.02307776181404648	2.771949411623631	0.7375311349377012	0.015098589807121202
Promoter_UCSCL2_0	0.02881251783419969	0.05041115583121207	0.019914739895868647	1.749626885137243	0.6911836032681039	0.2819847193670492
Promoter_UCSC.extend.500L2_0	0.03572795156109743	0.0696217438070697	0.017846077555883067	1.9486631828866927	0.4994990413980202	0.0628759428415014
Repressed_HoffmanL2_0	0.434135039847117	0.4266387454109133	0.07000509862085381	0.9827328048921286	0.16125189674969911	0.9143480407126852
