Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
baseL2_0	1.0	1.0	2.1078304793723972e-08	1.0	2.1078304793723972e-08	NA
Coding_UCSCL2_0	0.013632416112370094	0.06102492378640199	0.013915576749144417	4.47645694522395	1.0207711262948747	0.0008687784830147645
Coding_UCSC.extend.500L2_0	0.06084504707893213	0.12166705687935003	0.02197626654187663	1.999621377916195	0.3611841488653562	0.005769757098594935
Conserved_LindbladTohL2_0	0.02526589208575044	0.3526302746918545	0.03866921725931853	13.95677118761749	1.5304908739449319	3.513023254264939e-15
Conserved_LindbladToh.extend.500L2_0	0.32011543392820085	0.6438244141830247	0.042496698293943716	2.01122578278256	0.13275429357609594	6.327936218594235e-13
CTCF_HoffmanL2_0	0.02245033222566283	-0.01984407688116127	0.024638395182819774	-0.8839101658583759	1.0974623865323376	0.08494351989485589
CTCF_Hoffman.extend.500L2_0	0.06670162631125927	0.08925802525802912	0.027304947713286377	1.3381686503641115	0.4093595497337565	0.4096735499003187
DGF_ENCODEL2_0	0.13148248520128383	0.27457046756509207	0.06559266075475205	2.0882664876980215	0.49886994951713604	0.0317587743355895
DGF_ENCODE.extend.500L2_0	0.5155588032461472	0.6619481232094728	0.0582911207014835	1.2839430129824276	0.11306396153932632	0.013938349382323028
DHS_peaks_TrynkaL2_0	0.10792381146015398	0.15295983276484393	0.06379106355418167	1.4172945774929149	0.5910749693799839	0.48185985380769103
DHS_TrynkaL2_0	0.16197219366233984	0.2791213614840946	0.0712969338689358	1.7232671557562114	0.440180084351806	0.10523901427098735
DHS_Trynka.extend.500L2_0	0.47801392313139107	0.7051976383571983	0.05281766402183878	1.4752658954734286	0.11049398660992737	3.0781026139412956e-05
Enhancer_AnderssonL2_0	0.004116481375517747	-0.006649983480151479	0.010744487070022735	-1.615453314012646	2.6101143403500413	0.3149988109798894
Enhancer_Andersson.extend.500L2_0	0.018142445118474446	0.020312486520805667	0.01502703061941973	1.1196112976040626	0.8282803404551964	0.8849028663510654
Enhancer_HoffmanL2_0	0.0605969409639971	0.07072504522138806	0.03477650039431414	1.167138870317042	0.573898613380107	0.7709383223318542
Enhancer_Hoffman.extend.500L2_0	0.1463373146061026	0.2717751231263703	0.032260269702990466	1.8571826595144902	0.22045142614394495	0.00013455751489666404
FetalDHS_TrynkaL2_0	0.0817871155592394	0.2671410621993484	0.05540764444250746	3.266297635913751	0.6774617745551258	0.001265926803200831
FetalDHS_Trynka.extend.500L2_0	0.273344327839603	0.5107519624642158	0.04736416753013986	1.8685295813561655	0.17327656990172813	1.4757715240470838e-06
H3K27ac_HniszL2_0	0.37121455743757215	0.5061092624168702	0.027829906514093596	1.3633874326223951	0.07496986838608506	2.445537980943e-06
H3K27ac_Hnisz.extend.500L2_0	0.4009695094527759	0.554051771170107	0.030489890684806377	1.3817803052562536	0.0760404219423505	1.1962547930809242e-06
H3K27ac_PGC2L2_0	0.2555036696722902	0.40766102158026274	0.038558822862549864	1.5955192428473923	0.1509129904553055	0.00012703226114296518
H3K27ac_PGC2.extend.500L2_0	0.31847665864976926	0.5247045230322458	0.03406716723989461	1.647544674880763	0.10696911787610307	3.8565905798776905e-09
H3K4me1_peaks_TrynkaL2_0	0.1649048448464468	0.43357240328347535	0.05678788659913129	2.6292278052060976	0.34436760576688963	2.9999119723796225e-06
H3K4me1_TrynkaL2_0	0.409153823945981	0.6569475869998485	0.04329299091386676	1.605624947273089	0.10581103824556354	5.5017113466040706e-08
H3K4me1_Trynka.extend.500L2_0	0.5811203827980431	0.775330933257238	0.03581472911344939	1.3342002039647762	0.06163048169297495	1.310025510596801e-07
H3K4me3_peaks_TrynkaL2_0	0.03954482676942521	0.17331762357940556	0.04149103335377672	4.382814080586874	1.0492152006556836	0.001482446580796932
H3K4me3_TrynkaL2_0	0.1262888642963558	0.3185866974307381	0.042570744864060255	2.522682417058772	0.3370902502073469	8.34733773383325e-06
H3K4me3_Trynka.extend.500L2_0	0.2417387289954856	0.35406080870838386	0.03789686350430299	1.4646424682533838	0.15676786116059502	0.0030760279280284708
H3K9ac_peaks_TrynkaL2_0	0.0370092460207822	0.21067025617886015	0.03408274164932442	5.692368227673707	0.9209250474917964	8.069006951188825e-07
H3K9ac_TrynkaL2_0	0.12039034691072659	0.3039673632772149	0.04147838797860126	2.52484830451246	0.34453250649205996	1.4391253084335734e-05
H3K9ac_Trynka.extend.500L2_0	0.2191390969440674	0.43214449027950275	0.030785600775930372	1.9720099986986912	0.14048429150818315	1.0137576130301013e-10
Intron_UCSCL2_0	0.3690176692149966	0.5067685240839679	0.023292833134263287	1.3732906751105054	0.06312118653779812	6.462661868869472e-09
Intron_UCSC.extend.500L2_0	0.3778164615303836	0.5192049978549815	0.021038004892670686	1.37422545262292	0.05568313462958742	4.8615142962361844e-11
PromoterFlanking_HoffmanL2_0	0.00793167905771344	0.035209084657427815	0.01597312952003495	4.439045554066828	2.0138396175399103	0.08754486894280215
PromoterFlanking_Hoffman.extend.500L2_0	0.03129055943651226	0.08710693908471379	0.023077929414073745	2.783808939608495	0.7375364911866875	0.01447576027522662
Promoter_UCSCL2_0	0.02881251783419969	0.0505745730613736	0.019965091103887802	1.7552986293111437	0.6929311495363231	0.2794759564063277
Promoter_UCSC.extend.500L2_0	0.03572795156109743	0.06942879255979531	0.017796164323241402	1.9432626144565537	0.49810200545107236	0.06356687613714825
Repressed_HoffmanL2_0	0.434135039847117	0.4270648612214101	0.07004678503912433	0.9837143331526598	0.16134791852735886	0.9192478965172851
